chr	pos	rate	cM
chr10	158946	0.0612898	0
chr10	162102	0.00835161	0.0001934306088
chr10	230625	0.174478	0.00076570798083
chr10	279248	0.0259938	0.00924935177483
chr10	291134	0.0162363	0.00955831408163
chr10	313304	0.0243338	0.00991827285263
chr10	325841	0.0252459	0.01022334570323
chr10	357849	0.432872	0.01103141647043
chr10	373048	0.278223	0.01761063799843
chr10	407584	0.0216971	0.02721934752643
chr10	423555	0.164417	0.02756587191053
chr10	435880	0.0941182	0.02959231143553
chr10	466286	0.301749	0.03245406942473
chr10	487973	0.21749	0.03899809998773
chr10	556129	0.100757	0.05382134842773
chr10	559315	0.0593397	0.05414236022973
chr10	567325	0.121699	0.05461767122673
chr10	570172	0.020947	0.05496414827973
chr10	592283	0.071792	0.05542730739673
chr10	595504	0.0249398	0.05565854942873
chr10	616610	0.108201	0.05618492884753
chr10	618685	0.121274	0.05640944592253
chr10	621338	0.147448	0.05673118584453
chr10	623410	1.02085	0.05703669810053
chr10	626782	1.93239	0.06047900430053
chr10	633495	3.73661	0.07345113837053
chr10	636509	3.42993	0.08471328091053
chr10	641961	1.7782	0.10341325927053
chr10	642943	2.5425	0.10515945167053
chr10	645916	3.0396	0.11271830417053
chr10	662688	2.22343	0.16369847537053
chr10	699089	0.120788	0.24463355080053
chr10	712617	0.0753263	0.24626757086453
chr10	734229	2.24302	0.24789552286013
chr10	742145	2.62825	0.26565126918013
chr10	743836	1.11588	0.27009563993013
chr10	744039	12.2923	0.27032216357013
chr10	747115	31.689	0.30813327837013
chr10	752193	75.4069	0.46905002037013
chr10	754033	0.286465	0.60779871637013
chr10	756187	0.730594	0.60841576198013
chr10	756757	125.913	0.60883220056013
chr10	756887	1.10512	0.62520089056013
chr10	756996	0.394724	0.62532134864013
chr10	758971	0.46081	0.62610092854013
chr10	759268	1.28079	0.62623778911013
chr10	759276	0.0816233	0.62624803543013
chr10	762872	0.0806385	0.62654155281693
chr10	767395	0.082944	0.62690628075243
chr10	770979	0.0868058	0.62720355204843
chr10	773966	0.129115	0.62746284097303
chr10	775824	1.64974	0.62770273664303
chr10	776394	2.08608	0.62864308844303
chr10	776544	0.850765	0.62895600044303
chr10	778091	0.856695	0.63027213389803
chr10	781124	0.621543	0.63287048983303
chr10	797509	0.417501	0.64305447188803
chr10	798184	0.163122	0.64333628506303
chr10	804315	5.18131	0.64433638604503
chr10	813426	4.1623	0.69154330145503
chr10	815149	1.65478	0.69871494435503
