chr	pos	rate	cM
chr2	118913	0.0175892	0
chr2	170616	0.0585492	0.0009094144076
chr2	178356	0.0529041	0.0013625852156
chr2	188223	0.14329	0.0018845899703
chr2	189818	0.0873857	0.0021131375203
chr2	193882	0.0443901	0.0024682730051
chr2	206704	0.0736047	0.0030374428673
chr2	212106	0.044001	0.0034350554567
chr2	224919	0.0654136	0.0039988402697
chr2	230442	0.0188536	0.0043601195825
chr2	272926	0.511509	0.0051610959249
chr2	273070	0.0598453	0.0052347532209
chr2	280819	0.0769488	0.0056984944506
chr2	285471	0.0495239	0.0060564602682
chr2	295255	0.0604998	0.0065410021058
chr2	301784	0.0922466	0.0069360053
chr2	305203	0.250585	0.0072513964254
chr2	305803	0.0913808	0.0074017474254
chr2	309480	0.0940797	0.007737754627
chr2	312992	0.325865	0.0080681625334
chr2	313392	0.135545	0.0081985085334
chr2	315215	0.0747451	0.0084456070684
chr2	320574	0.0274626	0.0088461660593
chr2	343517	0.762242	0.0094762404911
chr2	343588	0.140517	0.0095303596731
chr2	345703	0.103529	0.0098275531281
chr2	348470	0.0704839	0.0101140178711
chr2	354241	0.0435074	0.010520780458
chr2	366410	0.171489	0.0110502220086
chr2	367565	0.554542	0.0112482918036
chr2	367736	0.0372825	0.0113431184856
chr2	383458	0.0511004	0.0119292739506
chr2	391781	0.036687	0.0123545825798
chr2	406981	0.0566462	0.0129122249798
chr2	416815	0.0691084	0.0134692837106
chr2	422089	0.0623878	0.0138337614122
chr2	429880	0.0980703	0.014319824762
chr2	433274	0.0836963	0.0146526753602
chr2	437664	0.0597734	0.0150201021172
chr2	445185	0.377918	0.0154696578586
chr2	445471	0.16784	0.0155777424066
chr2	446698	0.419123	0.0157836820866
chr2	446942	0.107036	0.0158859480986
chr2	449787	0.219738	0.0161904655186
chr2	450545	0.103226	0.0163570269226
chr2	453432	0.166182	0.0166550403846
chr2	454860	0.118413	0.0168923482806
chr2	457320	0.0502504	0.0171836442606
chr2	467148	0.123135	0.0176775051918
chr2	469494	0.135436	0.0179663799018
chr2	471514	0.06914	0.0182399606218
chr2	477364	0.0908603	0.0186444296218
chr2	481504	0.07104	0.0190205912638
chr2	487043	0.043346	0.0194140818238
chr2	499823	0.0372239	0.0199680437038
chr2	516696	0.0745499	0.0205961225685
chr2	522617	0.3509	0.0210375325264
chr2	522921	0.177277	0.0211442061264
chr2	524173	0.047731	0.0213661569304
