chr	pos	rate	cM
chr18	218695	0.6621675	0
chr18	220658	0.13017795	0.00129983480249999
chr18	250047	0.0572894	0.00512563457505
chr18	264012	0.320056	0.00592568104605
chr18	272535	0.433828	0.00865351833405
chr18	277763	0.0770384999999999	0.01092157111805
chr18	286971	0.352927000000001	0.01163094162605
chr18	287705	0.243504	0.01188999004405
chr18	289153	0.115051	0.01224258383605
chr18	295046	16.1044395	0.01292057937905
chr18	296341	0.508550000000001	0.0337758285315507
chr18	298620	0.651475499999999	0.0349348139815507
chr18	302224	1.3252834	0.0372827316835507
chr18	316558	2.917625	0.0562793439391507
chr18	319176	0.255801	0.0639176861891508
chr18	322183	0.611767999999987	0.0646868797961507
chr18	322522	7.07818	0.0648942691481507
chr18	331506	2.25432499999999	0.128484638268151
chr18	332469	3.29435500000067	0.130655553243151
chr18	332483	2.25303100000001	0.130701674213151
chr18	333739	0.149714999999997	0.133531481149151
chr18	338113	0.263260500000006	0.134186334559151
chr18	339727	0.312547999999987	0.134611237006151
chr18	340963	1.6740175	0.134997546334151
chr18	341466	1.56966499999999	0.135839577136651
chr18	342971	2.5980935	0.138201922961651
chr18	343982	3.10444650000003	0.140828595490151
chr18	344459	9.316898	0.142309416470651
chr18	346821	1.56829000000001	0.164315929546651
chr18	348598	42.9024965	0.167102780876651
chr18	351004	0.844322000000088	0.270326187455649
chr18	351114	0.299235000000014	0.270419062875649
chr18	352074	0.438640500000017	0.270706328475649
chr18	352577	0.222944499999993	0.270926964647149
chr18	354264	0.62909299999987	0.271303072018649
chr18	354439	3.36457550000002	0.271413163293649
chr18	356095	3.44339749999999	0.276984900321649
chr18	357570	0.487588000000013	0.282063911634149
chr18	359079	0.839683499999818	0.282799681926149
chr18	359196	0.661006500000039	0.282897924895649
chr18	360161	0.695846499999952	0.283535796168149
chr18	360971	8.8690755	0.284099431833149
chr18	361437	17.6895825	0.288232421016149
chr18	362199	0.547605499999974	0.301711882881149
chr18	362857	8.30312750000001	0.302072207300149
chr18	366043	10.3320735	0.328525971515149
chr18	367725	1.38619799999991	0.345904519142149
chr18	368115	3.80331900000002	0.346445136362149
chr18	370338	3.18338499999998	0.354899914499149
chr18	372041	1.342251	0.360321219154149
chr18	372837	28.6811955	0.361389650950149
chr18	373670	0.274080000000007	0.38528108680165
chr18	375841	0.649407999999928	0.38587611448165
chr18	376191	0.271055499999996	0.38610340728165
chr18	377746	0.138590500000009	0.38652489858415
chr18	381704	0.731935999999814	0.38707343978315
chr18	381832	0.0801128000000043	0.38716712759115
chr18	391376	2.18195549999998	0.38793172415435
chr18	393649	3.30885400000004	0.39289130900585
chr18	394141	2.54234449999998	0.39451926517385
chr18	395394	4.49874150000003	0.39770482283235
chr18	396461	0.222662999999989	0.40250498001285
chr18	398147	0.110541900000002	0.40288038983085
chr18	404000	0.0776223499999987	0.40352739157155
chr18	415401	0.21373449999999	0.4044123639839
chr18	417559	0.264110500000012	0.4048736030349
chr18	421278	0.779574499999895	0.4058558299844
chr18	421579	2.137079	0.4060904819089
chr18	428535	1.03062949999987	0.4209560034329
chr18	428607	0.112216100000005	0.4210302087569
chr18	434956	0.219202000000004	0.4217426687758
chr18	437232	45.1924499999994	0.4222415725278
chr18	437286	0.26661450000002	0.4246819648278
chr18	439089	2.63806399999999	0.4251626707713
chr18	444687	0.190351000000009	0.4399305530433
chr18	448441	0.23470199999998	0.4406451306973
chr18	450102	0.128818500000005	0.4410349707193
chr18	455128	0.357807500000008	0.4416824125003
chr18	455937	0.187873500000002	0.4419718787678
chr18	458662	0.883573000000065	0.4424838340553
chr18	458761	6.24278049999998	0.4425713077823
chr18	460565	0.241401000000021	0.4538332838043
chr18	462289	0.345316999999981	0.4542494591283
chr18	463146	0.717122999999924	0.4545453957973
chr18	463418	0.311410500000027	0.4547404532533
chr18	464909	7.02768699999998	0.4552047663088
chr18	466351	0.700796499999973	0.4653386909628
chr18	466810	0.325980500000003	0.4656603565563
chr18	469426	0.276639500000006	0.4665131215443
chr18	473288	0.383173999999982	0.4675815032933
chr18	475530	0.896856000000031	0.4684405794013
chr18	475796	0.358762000000014	0.4686791430973
chr18	478887	0.644854999999989	0.4697880764393
chr18	479891	1.324511	0.4704355108593
chr18	485410	2.46401049999998	0.4777454870683
chr18	486602	7.82058	0.4806825875843
chr18	486678	11.0516675000001	0.4812769516643
chr18	487281	1.08808549999999	0.487941107166801
chr18	489242	1.79989499999996	0.490074842832301
chr18	489385	2.0656265	0.490332227817301
chr18	491967	3.68419	0.4956656754403
chr18	492315	1.40562500000003	0.496947773560301
chr18	492874	36.760963	0.497733517935301
chr18	503177	1.09958999999994	0.876481719724301
chr18	504592	1.23627000000011	0.878037639574301
chr18	505004	1.46448400000006	0.878546982814301
chr18	505472	6.79497999999999	0.879232361326301
chr18	511960	1.4786985	0.9233181915663
chr18	518222	6.08572950000001	0.932577801573301
chr18	523832	1.20418499999994	0.9667187440683
chr18	524184	9.72397499999999	0.967142617188301
chr18	525734	0.595627500000008	0.982214778438301
chr18	529676	6.49407999999988	0.984562742043301
chr18	530318	8.48835300000002	0.9887319414033
chr18	533191	1.3950299999999	1.0131189795723
chr18	533368	1.51194000000075	1.0133658998823
chr18	533397	0.472598999999999	1.0134097461423
chr18	544118	1.35173549999994	1.0184764800213
chr18	544739	22.4883665	1.0193159077668
chr18	551688	1.0691814999995	1.1755875665753
chr18	551899	0.41018250000003	1.1758131638718
chr18	555074	0.804947000000012	1.1771154933093
chr18	555760	0.857880500000063	1.1776676869513
chr18	557087	1.74282999999962	1.1788060943748
chr18	557564	8.13401750000001	1.1796374242848
chr18	565760	0.890725500000015	1.2463038317148
chr18	566272	0.675119999999797	1.2467598831708
chr18	566905	0.965282000000222	1.2471872341308
chr18	567127	0.481365499999962	1.2474015267348
chr18	568040	4.46525750000006	1.2478410134363
chr18	568868	3.77687000000002	1.2515382466463
chr18	570814	2.5297915	1.2588880356663
chr18	578218	1.68067349999996	1.2776186119323
chr18	579716	2.03170100000001	1.2801362608353
chr18	585386	4.98522800000002	1.2916560055053
chr18	587290	13.132433	1.3011478796173
chr18	590003	1.925338	1.3367761703463
chr18	592616	2.19294800000004	1.3418070785403
chr18	594262	0.340504499999979	1.3454166709483
chr18	597751	3.25608500000057	1.3466046911488
chr18	597950	1.30601399999997	1.3472526520638
chr18	603438	3.30328999999978	1.3544200568958
chr18	603600	1.64979550000002	1.3549551898758
chr18	605312	8.66009700000004	1.3577796397718
chr18	608018	1.20862999999954	1.3812138622538
chr18	608342	4.77369500000152	1.3816054583738
chr18	608468	2.24702999998839	1.3822069439438
chr18	608480	12.3310320000001	1.3822339083038
chr18	609954	12.2900319999999	1.4004098494718
chr18	611323	13.2816470000001	1.4172349032798
chr18	612753	0.981716499998708	1.4362276584898
chr18	612819	32.6999495000008	1.4362924517788
chr18	613020	29.5218189999999	1.4428651416283
chr18	614708	8.27713100000038	1.4926979721003
chr18	615014	54.4153014999995	1.4952307741863
chr18	615394	4.66937350000003	1.5159085887563
chr18	618124	1.2984300000012	1.5286559784113
chr18	618201	1.58419450000001	1.5287559575213
chr18	619050	2.96403649999989	1.5301009386518
chr18	620089	54.5006465000002	1.5331805725753
chr18	620709	36.059765	1.5669709734053
chr18	624631	5.90534299999996	1.7083973717353
chr18	626518	4.77602650000002	1.7195407539763
chr18	628487	5.68619899999984	1.7289447501548
chr18	629035	66.9446835000001	1.7320607872068
chr18	631211	1.25151499999919	1.8777324185028
chr18	631435	1.05493200000019	1.8780127578628
chr18	631994	1.94579500000038	1.8786024648508
chr18	632239	1.90797999999991	1.8790791846258
chr18	632651	2.09009999999998	1.8798652723858
chr18	634559	2.00731500000004	1.8838531831858
chr18	635432	1.81121999999996	1.8856055691808
chr18	637631	24.05101	1.8895884419608
chr18	642678	2.04683499999922	2.0109738894308
chr18	642876	1.36650000000003	2.0113791627608
chr18	649311	0.96530499999971	2.0201725902608
chr18	649759	0.744748000000017	2.0206050469008
chr18	650968	3.8181195	2.0215054472328
chr18	657352	0.939107500000369	2.0458803221208
chr18	657443	1.42509000000142	2.0459657809033
chr18	657474	4.55797450000002	2.0460099586933
chr18	660383	3.6982554999999	2.0592691065138
chr18	661005	0.444207999999941	2.0615694214348
chr18	661647	0.410572000000155	2.0618546029708
chr18	662370	0.126861499999996	2.0621514465268
chr18	668258	1.03126399999833	2.0628984070388
chr18	668300	0.113928199999999	2.0629417201268
chr18	674320	0.215807500000051	2.0636275678908
chr18	676228	0.421071499999676	2.0640393286008
chr18	676789	0.129927000000026	2.0642755497123
chr18	681962	0.303833499999932	2.0649476620833
chr18	683116	0.461690999999949	2.0652982859423
chr18	683607	4.8162830000001	2.0655249762233
chr18	684766	0.369893999999888	2.0711070482203
chr18	685447	0.10595839999999	2.0713589460343
chr18	693269	1.27344500000601	2.0721877526391
chr18	693285	0.288652500000051	2.0722081277591
chr18	695030	0.538794499999989	2.0727118263716
chr18	703442	0.225809000000025	2.0772441657056
chr18	705598	0.891819499999934	2.0777310099096
chr18	705695	0.520480499999926	2.0778175164011
chr18	706092	0.0615752000000023	2.0780241471596
chr18	733474	0.228480999999978	2.079710199286
chr18	737535	0.219200999999992	2.080638060627
chr18	743226	0.390183499999991	2.081885533518
chr18	745884	1.55797735000001	2.082922641261
chr18	765920	0.331736999999976	2.1141382754456
chr18	770396	2.97771449999994	2.1156231302576
chr18	774499	2.22695500000025	2.1278406928511
chr18	775501	1.7634800000003	2.1300721017611
chr18	776019	1.01358549999995	2.1309855844011
chr18	778384	0.199432999999996	2.1333827141086
chr18	784613	0.136865999999985	2.1346249822656
chr18	794273	0.302545000000027	2.1359471078256
chr18	800089	2.32514150000003	2.1377067095456
chr18	803578	2.50876299999997	2.1458191282391
chr18	813557	2.18308000000021	2.1708540742161
chr18	814730	1.2520515	2.1734148270561
chr18	825906	2.39581050000002	2.1874077546201
chr18	831094	2.71604749999999	2.1998372194941
chr18	838216	6.67668650000001	2.2191809097891
chr18	841321	7.52068750000001	2.2399120213716
chr18	843971	8.77109499999937	2.2598418432466
chr18	844449	5.50634400000011	2.2640344266566
chr18	846744	2.36353500000011	2.2766714861366
chr18	847251	20.0109865	2.2778697983816
chr18	849178	0.743801500000132	2.3164309693671
chr18	849968	0.479514499999988	2.3170185725521
chr18	852562	0.964143999999973	2.3182624331651
chr18	852758	0.500637000000003	2.3184514053891
chr18	855264	1.1979549999957	2.3197060017111
chr18	855317	0.539991499999975	2.3197694933261
chr18	860940	0.960509000000058	2.3228058655306
chr18	862169	1.39677450000002	2.3239863310916
chr18	863673	4.04082000000015	2.3260870799396
chr18	865028	2.08907000000011	2.3315623910396
chr18	865657	2.28028499999944	2.3328764160696
chr18	866138	16.954637	2.3339732331546
chr18	876096	4.44523999999976	2.5028075084006
chr18	876569	2.69269899999956	2.5049101069206
chr18	877012	2.57330499999991	2.5061029725776
chr18	877262	0.895161000000026	2.5067462988276
chr18	882510	1.18196249999998	2.5114441037556
chr18	884688	1.87279000000001	2.5140184180806
chr18	885055	0.94536999999998	2.5147057320106
chr18	889159	0.241948500000041	2.5185855304906
chr18	892310	0.724111000000222	2.5193479102141
chr18	892467	0.396422499999881	2.5194615956411
chr18	893522	0.462576999999914	2.5198798213786
chr18	894242	0.615318000000715	2.5202128768186
chr18	894562	0.648306499999311	2.5204097785786
chr18	894891	0.42257950000064	2.5206230714171
chr18	895555	1.38646999999985	2.5209036642051
chr18	897563	1.42669699999999	2.5236876959651
chr18	900523	1.95905850000048	2.5279107190851
chr18	900789	2.08474350000024	2.5284318286461
chr18	901404	2.06648799999973	2.5297139458986
chr18	901686	2.27125000000016	2.5302966955146
chr18	902266	114.079464999997	2.5316140205146
chr18	902328	0.516671499999956	2.5386869473446
chr18	904054	72.3319835	2.5395787223536
chr18	907521	1.1152200000017	2.7903537091481
chr18	907710	14.4033175	2.7905644857281
chr18	909669	99.3859555	2.8187805847106
chr18	910635	11.33491	2.91478741772361
chr18	917121	3.58581999999962	2.98830564398361
chr18	917643	2.85283000000059	2.9901774420236
chr18	917957	15.798425	2.99107323064361
chr18	919307	5.78273999999984	3.0124011043936
chr18	920151	4.91164499999969	3.0172817369536
chr18	920497	3.34140000000014	3.0189811661236
chr18	923096	0.910377499997065	3.02766546472361
chr18	923230	1.42528500001039	3.0277874553086
chr18	923261	3.50332099999969	3.02783163914361
chr18	923767	2.95635300000004	3.0296043195696
chr18	926298	2.85085100000004	3.03708684901261
chr18	928210	1.87245449999992	3.04253767612461
chr18	932503	1.80447000000443	3.0505761232931
chr18	932569	1.46276800000011	3.05069521831311
chr18	933680	2.4640749999992	3.05232035356111
chr18	933897	1.10402099999997	3.0528550578361
chr18	936512	2.67456000000455	3.05574207275111
chr18	936561	1.14508649999985	3.05587312619111
chr18	938932	2.17312500000011	3.0585881262826
chr18	939338	1.0930930000003	3.0594704150326
chr18	939814	0.462763499999999	3.05999072730061
chr18	942860	0.670964499999909	3.0614003049216
chr18	944533	0.800802500000237	3.0625228285301
chr18	945728	1.55754999999863	3.0634797875176
chr18	945802	0.358875000000001	3.06359504621761
chr18	951623	0.633491499999892	3.0656840575926
chr18	953167	0.516120499999928	3.0666621684686
chr18	953989	0.918602000002066	3.0670864195196
chr18	954176	0.702259999999484	3.06725819809361
chr18	954465	0.242582000000027	3.0674611512336
chr18	958056	0.735583999999702	3.06833226319561
chr18	959152	0.566235500000099	3.0691384632596
chr18	962050	10.3153905000001	3.07077941373861
chr18	963295	1.8648464999993	3.08362207491111
chr18	963538	19.6152340000001	3.08407523261061
chr18	965946	12.380091	3.1313087160826
chr18	966948	0.488136999999856	3.14371356726461
chr18	968021	0.112736200000006	3.14423733826561
chr18	983188	0.127126999999997	3.14594720821101
chr18	993637	0.5501979999999	3.14727555823401
chr18	994149	0.308419500000126	3.14755725961001
chr18	995637	0.362473499999917	3.14801618782601
chr18	996719	4.83316699999996	3.14840838415301
chr18	1003086	6.66528099999999	3.17918115844201
chr18	1008339	0.63474550000005	3.21419387953501
chr18	1009953	0.333326500000018	3.21521835877201
chr18	1017323	0.592994999999781	3.21767497507701
chr18	1018356	1.74797549999999	3.21828753891201
chr18	1021428	2.39684000000001	3.22365731964801
chr18	1022426	2.71931399999999	3.22604936596801
chr18	1024472	3.12044400000003	3.23161308241201
