chr	pos	rate	cM
chr10	158946	0.134463	0
chr10	162102	0.0201687	0.000424365228
chr10	230625	0.0249292	0.0018063850581
chr10	279248	0.0611048	0.0030185175497
chr10	291134	0.389103	0.0037448092025
chr10	313304	0.059007	0.0123712227125
chr10	325841	0.117164	0.0131109934715
chr10	357849	0.194304	0.0168611787835
chr10	373048	0.110471	0.0198144052795
chr10	407584	0.0539982	0.0236296317355
chr10	423555	0.0623137	0.0244920369877
chr10	435880	0.0467371	0.0252600533402
chr10	466286	0.059428	0.0266811416028
chr10	487973	0.0276732	0.0279699566388
chr10	556129	0.187502	0.029856051258
chr10	559315	0.104614	0.03045343263
chr10	567325	0.196198	0.03129139077
chr10	570172	0.0579985	0.031849966476
chr10	592283	0.184982	0.0331323713095
chr10	595504	0.061489	0.0337281983315
chr10	616610	0.226245	0.0350259851655
chr10	618685	0.1979	0.0354954435405
chr10	621338	0.238318	0.0360204722405
chr10	623410	0.182174	0.0365142671365
chr10	626782	0.118195	0.0371285578645
chr10	633495	0.189476	0.0379220008995
chr10	636509	0.138581	0.0384930815635
chr10	641961	0.357226	0.0392486251755
chr10	642943	0.198598	0.0395994211075
chr10	645916	0.069152	0.0401898529615
chr10	662688	0.0426432	0.0413496703055
chr10	699089	0.0826554	0.0429019254287
chr10	712617	0.0602286	0.0440200876799
chr10	734229	0.118878	0.0453217481831
chr10	742145	0.275716	0.0462627864311
chr10	743836	1.65413	0.0467290221871
chr10	744039	0.526131	0.0470648105771
chr10	747115	0.418217	0.0486831895331
chr10	752193	0.710567	0.0508068954591
chr10	754033	0.681968	0.0521143387391
chr10	756187	1.14921	0.0535832978111
chr10	756757	1.57974	0.0542383475111
chr10	756887	1.52171	0.0544437137111
chr10	756996	0.437143	0.0546095801011
chr10	758971	1.04363	0.0554729375261
chr10	759268	1.84313	0.0557828956361
chr10	759276	0.312052	0.0557976406761
chr10	762872	0.272108	0.0569197796681
chr10	767395	0.299311	0.0581505241521
chr10	770979	0.343815	0.0592232547761
chr10	773966	0.194653	0.0602502301811
chr10	775824	0.351688	0.0606118954551
chr10	776394	0.603027	0.0608123576151
chr10	776544	0.22749	0.0609028116651
chr10	778091	0.158031	0.0612547386951
chr10	781124	0.0561863	0.0617340467181
chr10	797509	0.367894	0.0626546592436
chr10	798184	0.103526	0.0629029876936
chr10	804315	0.0753492	0.0635377055996
chr10	813426	0.197878	0.0642242121608
chr10	815149	0.789771	0.0645651559548
